text	labels
Dear Martina - they are migrants they moment they leave a safe country. True enough the ones that are in countries that border syria are refugees, but when you start marching across europe demanding entry into whichever country best suits your ambitions, you turn YOURSELF into an economic migrant. Could anyone actually give me a justification for continually arguing a point that has been explained to you time and time again? All these posts on here turn out the same way - the same trolls pushing the same message, yet never able to answer a simple question. Yes Egan and Andry, this directly applies to you. Given that the argument from them being called migrants is clear, what is the argument for them being called refugees when they leave a bordering country?	1
Actually, they're a mix of both, hence why they recently started using both terms in their news broadcasts. You need your head checking if you believe that they're all refugees, and the same can be said if you think they're all migrants.	1
A refugee must ask for asylum in the first country where there is peace. If they continue to migrate to other countries, not having a valid travel document, crossing borders in fields rather than the official way, they become illegal migrants and according to laws should be treated that way and deported. Very simple. Tell me where there is war all the way from Turkey to Germany, Sweden, UK? You might say Kosovo, perhaps. Other than that there is no conflict and no reason not to ask for asylum. That being said - not only they are they illegal migrants but illegal economical migrants. Those who really need help of any kind are not these, but those who suffer in kemps in Jordan, Lebanon, Turkey and even Egypt.	1
What is wrong with you? They are illegal immigrants and should be sent home. Winston Churchill would be turning in disgust with this situation. Shame on you.	0
"For Europeans asking where the women (refugees) are? Most of those young men are here to ""breed"" with your women and take over. That's what they did in each country they colonised. In ""Islamic"" Sharia a Muslim man is allowed to marry Christian & Jewish women and enslave ""athiest"" women to ""breed"" and bring in more Muslim offspring to the world, but a Muslim woman would be an adultress to marry a non-muslim - because a woman (and children) will be under the leadership of the husband, which in this case poses more than one ""Islamic"" dilemma. Muslims led many invasion in the past but they no longer need armes to invade Europe. They just need an army of young men to ""entre"" Europe and that will be it. Next thing ""your women"" will be here fighting their battles and before you know it, they are citizens and their offspring are European by birth. This is not a far future. It takes - with the other tactics employed - just one generation."	1
And they breed like grasshoppers.. Bye bye Europe.	1
After the damage to its European and international image during the Greek financial crisis negotiations debacle Angel Merkel is 'jumping the gun' and opening the gates to 'floods of people' looking for government hand-outs who have no (or little) hope of finding work in Germany or are prepared (or able) to integrate themselves into European society .... Hungary should be commended for showing people that its laws must be respected and that it is absurd to claim to be a 'refugee' and simultaneuosly 'force' (battling police, even if unarmed) your way into another country ... the real refugees from the Syrian civil war are in the refugee camps of Jordan, Lebanon and Turkey and deserve all the help necessary to provide them with the basic necessities of life and a chance to immigrate to another country by LEGAL immigration or return to their own country once the fighting has stopped and international assistance in rebuilding that country should be generously provided ... not least by the countries who took advantage of Syria's domestic problems (to reduce pressure on Israel to make peace with the Palestinians) and by their meddling (sending mercenaries) prolonged the fighting and caused many civilian deaths and most of the refugee problem ...	1
They only show snippets on TV, leading you to believe it's all about the women and kids. Wrong! This migrant situation is 75 % young men, going to Europe with a purpose in mind. They threw in a few woman and kids to make it look better. They were suppose to stop at the borders to have their papers checked, lots of them burned their passports. They threw the food they were given to the ground. These are Not refugees. These are Migrants intent on taking Europe. Germany should have never offered refuge to the mass exodus. All borders should be shut. How many Isis are in this group? The countries should only keep the women and kids plus the fathers, all the young men should be returned. Not that many Syrians but lots of other countries that are not even involved in fighting.	1
Hy. I am a hungarian and please, lets clear something. Hungary receive the migrants for months (4000-11 000 people per day). We give them water, food (which they dash against our policemans), blankets, clothes, medicines, toys. We also showed the disney tale for the kids in the East-Railway Station. Many hungarian voluntaries and policemans help them, but unfortunately nobody see these pictures in west. Yes, the government built a fence, because the migrants arrived ILLEGAL through the GREEN BORDER. The authorities could’t check them and catch the smugglers. Besides, the migrants trampled down the fieldlands, so they caused serious damages for the farmers. Please, don’t forget, the registration points are still OPEN. However, the migrants don’t want register. They don’t give fingerprint and many of them throw away their papers. They would like to go Germany immediately without any papers and become angry when they have to wait a few hours (or a day) for the next train. This situation cause the most conflicts with the police. Greece, Italy, Croatia don’t try register the migrants (maybe Slovenia do something). Now, IT IS THE BIGGEST PROBLEM. Hungary is the single country, which keep the schengen’ s rules. This is our responsibility. Currently, Croatia transport thousands of migrants with buses to the hungarian border. Yes, we take over them. We need to work TOGETHER. Please, stop blame Hungary for everything. Thank you. :)	1
This is the beginning of the end for Europe. Farewell old friend. I have loved traveling and experiencing your rich culture - now it's terminally ill, and the cancer is spreading fast.	1
every soldier who died for our country has obviously died for no reason now your letting immigrants in... yet they wont take the food and water given at the border till they are allowed in our country!!! they musnt be that bad if they wont accept it!!! OPEN YOUR EYES AND REALISE THEY HAVE DONE ALL THIS ON PURPOSE!!! TO RULE ENGLAND AND MAKE IT THEIR COUNTRY...Stop bieng fkn Stupid and get some guts like SLOVAKIA HAVE!!!!!!!	0
Can't blame some of EU countries some are just recovering from war and money crisis & now they have migrants who rather take chances to other country rather than fight for their homeland . Sad situation.	1
It is an ILLEGAL OCCUPATION/INVASION CRISIS..	1
Helene you're naive to think that. They won't be going back ever! That's not being a refugee!	1
Oh deary me Helena. Wake up. It is an invasion. Hope you are looking forward to 1 million of these lovely folks coming to your country. They will not assimilate, they will not respect your democracy nor your rule of law. They will demand everything and give nothing back in retun. Germany once again sends Europe in crisis. How many times is that?	1
The EU is bringing Europe to the brink. The Union is designed to maintain peace in Europe....but it's policy of forced diversity is starting to tear the continent apart. Only a small percentage of those traveling to the west are Syrian...and only a percentage of those are families. Just because Germany, France, Sweden, Belgium, Holland and Britain wishes to commit cultural and ethnic suicide by allowing uncontrolled numbers of non-White, non-Christian people in to their country....doesn't mean the rest of Europe has to. I hope we are seeing the end of this Marxist federal nightmare that we are being forced into....but I see dark times ahead!!	1
My heart aches for Europe and what's to come to our land. These people are 500 years behind in so many things and they WILL bring that mentality to us. ISLAM is vile, ISLAM is violent, ISLAM is antifeminist, homophobic, and just filthy. GO AWAY!	0
I can't understand why Europe is breaking its neck to take in these migrants you know nothing about them they are going unchecked you have no idea who's coming in ! Why are you all rushing to help these people Muslins hate us our way of life and culture if the situation was reversed these people would do NOTHING for us there are other nationalities in there these should be sent straight back to where they came from WAKE UP EUROPE seal the border end of story !!!these people come here throwing their weight around making demands Europe owes them NOTHING ! And all these fit men should be send back and be fighting for their own country ! Having just watched The Sunday Politics show Heidi Alexander of Labour said we should be taking thousands more Muslims what planet is she living on ??? The UK is FULL we can't even house our present population schools and hospitals are bursting at the seams and this woman makes these stupid remarks ! But then I guess she'd rather house Muslims than her fellow citizens !	0
I agree with the TY persons comment. You are smarter then that aren't you?We don't want them here, Cultures of different backrounds really don't work that is why country's are so very different	0
Daily Mail (London) reports that a top Iman has told Muslims to use the migrant crisis to breed with European citizens and 'conquer their countries'. Sheikh Muhammad Ayed gave the speech at the Al-Aqsa Mosque in Jerusalem claiming Europe was only welcoming refugees as a new source of labour. He said Europe was facing a demographic disaster and urged Muslims to have children with westerners so they could 'trample them underfoot, Allah willing.' Birth rates are far higher in the Middle East and Sub-Saharan Africa, which is where most migrants are coming from.The notion of using mass migration as a form of stealth jihad is outlined in the Koran, which states, 'And whoever emigrates for the cause of Allah will find on the earth many locations and abundance.' To move to a new land in order to bring Islam is considered a meritorious GERMANY TODAY REVERSES WHAT MARTEL HAS WON FOR EUROPE. The Battle of Tours 1356, was fought on October 10, 732 between forces under the Frankish leader Charles Martel and a massive invading Islamic army led by Emir Abdul Rahman Al Ghafiqi Abd al Rahman, near the city of Tours, France. During the battle, the Franks defeated the Islamic army and Emir Abd er Rahman was killed. This battle stopped the northward advance of Islam from the Iberian peninsula, and is considered by most historians to be of macrohistorical importance, in that it halted the Islamic conquests, and preserved Christianity as the controlling faith in Europe, during a period in which Islam was overrunning the remains of the old Roman and Persian Empires. Now while ISIS is overrunning Syria, Iraq, Yemen and Libya, Germany is opening its borders to Syrians, and thereby what Charles Martel achieved for Europe has been made fruitless. These migrants cannot be compared to WWII refugees, for they were Europeans and they had no hidden agenda either to propagate their religion or to indulge in terrorist activities, as Atta & Co., did on 9/11 after enjoying everything in the West.	1
And you believe the Daily Mail (fail) your either really stupid or just born dumb .	0
We are under siege, and they are invading fast. Soon they will be all over Europe. They must be stopped and sent back.	0
Close borders, send the ones already here back then get out of EU. If not the white European will soon b a memory, the only difference will be they will be fighting here instead. Wait tho, maybe the cowards will run back to Syria then!	0
We need to put electric fences around ourselves. They won't want to cross 240 volts of electric fencing x	1
I think they should go back to their country and fiat like they are doing to the Hungarians. I am sorry , but what I have see is man using children as shields or women, they want to get to Germany to destabilizes the Europeans country . They do not want to be fingerprint, or for that matter haven prove papers. This is to bad for all of them , but so far they have show destruction on there pat .	1
Here's a thought... why don't those countries gather an army and go in there and clean that place up? Why does it always have to be the U.S. to police the world?	1
"this is the beginning of the end of the EU. At least I have options - but all of these ""softly softly"" left wing white apologists have not really thought this through, have they..."	1
Everyone in Europe knows this is the end of our customs, religions, way of life. I can see right wing parties being voted in next, unless it's too late already.	1
Statement from ISIS early 2015 'we will send thousands of fighters in boats to Europe and you will take them in'.....4 months later and what's happening???	1
Instead of letting all these refugees in, why don't we (all european nations, NATO ect) send a lot of troops in to eradicate ISIS. Surely in the long term this is the best possible solution. The one time we have a genuine humanitarian reason to get troops on the ground and because there is no financial benefit no one is interested, we just prat about with our toy drones and a few bomb drops slowly picking them off and its not working!!!	1
Deirdre Wolf Slater check the news before you say something 20-30% of them are refugees only most of them came from countries where there is no war and pass through safe countries where there is no war. Not hating outsiders but want to know who is who. Why is that an inhumane sin? Would you let strangers in your own house who won't tell you who they are? I think you are the one smoking something funny.....	0
Turn them back and let the surrounding, very wealthy, Muslim countries take care of their own.	0
Well, that was predictable. How long did it take for immigrants to destabilise europe. Objective achieved.	1
"Canada has to be careful when receiving them. They have all destroyed their id documents so that they can be accepted as refugees. Don't press our government too much on this issue. ""Nobody is illegal "" is not a good slogan."	1
The crisis can be easily resolved. First Europe is not responsible for it, secon those from Syria should apply for political asylum and register and lastly send the rest back. It is so simple many of these people created their own crisis and put their families in danger.	1
It will all end in tears if not another war between Europeam countries The World must act and act soon against ISIS and Syrian forces destroying their homeland	1
Seems more like some kind of invasion - so many military aged young men in those groups than a real refugee movement..	1
Also, does it seem a bit odd that hundreds of thousands of migrants are coming at the same time? Was there an announcement made in all the refugee camps to leave at once? It appears to be a little bit of a conspiracy.	1
First of all these people are not migrants.....they are missionaries of you know who...! It's quite simple.....don't let anyone enter in their respective country. There are so many humanitarian grounds to think about......with in few days of entering the refugees hosted ISIS flags in Germany. So decide it for your self...are they refugees or part of a new Jihad planed by ISIS. (The best way to get penetration in Europe)	1
Its Simple. the EU should tell Arabs if possible force them to take in the Refugees. then European countries can assist the middle eastern Refugees Camps financially and also provide aids for them so this desperate men and women wont be risking their lives in coming to Europe. also Europe should build boarders and make Hungarian Prime Minister the Head of the EU cause he is the only one with common sense on how to handle the migrants and refugees crisis	1
Teargas is your idea of 'common sense'? Interesting. I don't want any leader who pummels small children with teargas Head of Anything, let alone the EU.	1
We should have a pm with some guts. What have we got David Cameron and a loony left for labour. Pity there isn't anyone like Churchill he said Muslims were like rabid dogs. Why can't they just say NO we don't want anymore. Lets make Britain great again and not just a dumping ground. Lets start looking after our own	0
Europe needs to set a precedent of strong borders otherwise everyone all over the world will start invading Europe just because they can.	1
These are economic migrants. They go wherever they want to go (Germany) without permission or respecting the law even though they were already safe in Turkey.	0
It's about time we saw the whole story, The latest reporting has been nothing less than a media campaign to make us feel sorry for a mob heading our way. You very rarely show anything but the kids crying, We can go to other news agencies and what you see is a mob of 18-30 year old men screaming and battering Hungarian police if they don't get what they want. Do you really think we are stupid. Go on any website most people don't want any of them here. We have enough of our own problems. We do not want to become a Muslim country, Mrs Merkal says she wants them then let her have them all. Then close our borders .	1
All those refugees are selfish and primitive ppl.....how they will adjust to European culture...because their don't want.	0
Bloody Useless Since it Came about Should have Stayed the way we Were Oh But MPs and Governments know Better DONT THINK SO,,,Another Bloody Mess under European Rule..	1
shoot them all, done!!! let the communists solve the problem!!! coz i believe that these people wont stop, sooner or later, Germany will have to use guns	0
The border must be closed now as we don't won't anymore migrants . As for the Tory get out of the EU and think of our people . We should be thinking of the ex service and the homeless with children . As they need a safe place to live in instead of sleeping in the streets etc. So open your eyes for once.	1
Push them into Russia. I don't see all these people fleeing east. Why west? They hate our culture anyway.	1
I just cannot understand why any Adult would bring any child to the front of any war zone? And that's what this issue is becoming!!	1
Serbian government wants to look good in pictures as the EU decides whether they should join it or not...	1
It i unacceptable that illegal aliens would have free access across Europe. Imagine if it was the case across India, China, Russia, even the USA. The military, the national guard, the border police would be summoned to protect national frontiers and citizens against any type of invasion, no matter the reason and/or excuse behind it.	0
If Islamic countries turn them away for being Muslim why on earth are we accept this barbaric violent religion into our country. Send them all back its the only way to protect us all	0
Obama ,NATO,Israel & Saudis start this mess Funding the Syrian Rebels aka Al Qaeda / ISIS with Money & Weapons trying to over throw Bashar al-Assad and kill all the Syrian Christians. Obama these Leaders must be Charge for War Crimes	1
If Germany wants them SO badly, send Lufthansa jers to pick them up from the airports. That way Germany dies not inconvenience other countries.	0
Why do you keep calling its something its not --Is everyone there in the BBC that uneducated ? They are refugees !!-They are entering illegally and were does it stop ?	0
People the other side of the world have the right attitude to the migrants . According to local news they don't want over crowding and homeless , will take local jobs away from locals trying to find work , will increase the national debit as welfare will go back up , crime will increase and schools and hospitals won't cope with an already crowded system	1
Phone Angela...she has a plan ?...amazing how quiet the whole of the trumped up EU commission has become...inflated bureaucrats and no inspired visionary leaders...	0
Why can't they stay in the other countries? No welfare in Greece, Slovenia and Albania right? They sniff the welfare from across the ocean	1
Al-Gadhafi said. „If Jesus were alive when Muhammad was sent, he would have followed him. There are signs that Allah will grant victory to Islam in Europe without swords,without guns,without conquest. We don”t need terrorists,we don’t need homicide bombers. The 50+ million Muslims (in Europe) will turn it into a Muslim continent within a few decades „	1
huge cargo ship and tell them its going to germany . but send them strait back will a tattoo saying failed on their heads ..	1
Paul Raisbeck, you are perfectly right, but you know EU without borders concept was a product of some insane mind ! Because of that, all these migrants-refugees appear to have large number of ISIS young men, just walking in ! EU leaders should know, Islam is an invisible secretive force with endless network, they would never blend into any culture !	0
pls not Come everyone to england / welcome all abroad than here . Send troops for Siria / open fire all terrorist !! Start war and clear bad people his world.	0
as i saw till now ppl from uk are so open with this and i can't understand why they don't take all the migrants? And yeah eastern europe doesn't need those migrants	1
All of u forgot ab Israel. When they first arrived in Middle East, they looked so pity but NOW ISRAEL IS A REAL GANG IN MIDDLE EAST. And the Muslims refugees in Europe will be like this in the next generation.	1
"how 'bout the tensions over how the NATO countries don't want to be apart of NATO, until it's time for the US to come and rescue them....AGAIN. so sick of this....i'd like to see the US leave them to their own vices for just one year and see how that works out. ""why isn't America helping us?"" then turn around and hate on us.......let's disband NATO and let these tools fend for themselves."	0
they should be finaly something done by USA, Cina, Russia and whole Europe against this massive attack ! purifying in the centre of the evil !	1
We tried to help Afghanistan Iraq and Libya,by ousting brutal regimi slo they could choose democratic system,but they just proved themselves to he world they are immature and barbaric	0
They are migrants strange the TV keeps calling them refugees !! Either way we have no room for anymore in the uk	1
Send troops to reinforce the entry's in Europe, the countries they are in is in safe zones, if they continue to move forward shoot to kill, as this is regarded as invasion.	0
Far too many. After getting what they want, will they want their families to join them? Why aren't they asking for refuge in a Muslim country! Frightening. Britain has its own problems - where are we going to put thousands more?	1
Deirdre Wolf Slater so you prefer your own country's policemen standing there being attacked for hours by stones and getting injured while people who won't respect your law demand that you let them in on their terms? Meanwhile migrants using their children as huma shields and throwing them over the wall? No refugee has a right to attack police. They have duties as well and they gave to respect the law of the country they seek asylum.	0
Take the rose tinted specs off,and look at the Niger picture,emotions are great but engage your brain	1
I'm afraid what will happen is that this is just the beginning,and it wit happen year after year,and with all the best will in the world we will not be ab android cope with the vast numbers wanting to come to Europe,when people see the reality when the mgs collapses and the education system buckles all the good will evaporates we will be like one of those migrant boats ,overloaded it will sink and we will all perish Kyp,my arguments aren't racist I'm not a white supremacist	1
Or cowards ,they wouldn't be coming to the promised land if people ran away during ww2	0
Europe needs to toughen up and secure all borders. These people are nothing more than illegal immigrants.	0
Vedran Iskra unlike Hungary Croatia does that humane? Really? Do it for months without transferring them back to Hungary and remain humane. You simply cannot compare months to days! And nobody does it humane, nor Austria neither Germany, they had over 300 arsen attackes on refugee camps this year only. By the way your prime minister sad that you are prepared for dealing with it unlikely Hungary and your system collapsed after 1 day!!! Well done Mr Milanovic for making a fool of yourself!!!! And actually there is no law against building fences, I checked it. Otherwise the fence in Calais would be brought down too.... Can you actullay say something without slagging Hungary off in order to make your two day effort look any better? I don't get it....	1
Merkel wants a Noble price for saying to the world come to Germany look how amazing I am and when the world all come crashing into Europe its to late hope the Germans kick the silly old bat out at there next election.	0
If the Arabs would agree to get along with each other there would be no crisis. It is a Arab problem not the rest of the world. All you do is kill people cut heads off have no tolerance for other religions don't mix and it someone else's problem. Saudi can help you and other rich oil States .	0
I never knew that Europeans were still so nationalistic. I would have thought that the failed policies based in xenophobia that led your continent into two world wars would have created in you at least a modicum of xenophilia. What a shame. By the way these are refugees, not migrants.	1
Let them read the KORAN and show it to their arab cousins who have plenty of shelter for them , but are not willing to let them become social parasites	1
Is there any vacant islands to put them? Or funnel them to Saudi Arabia.. They have a lot of land.. Don't Muslims take care of their own????	1
Im scared for england n us english ppl. This has to stop send them bk n close r borders n fill that tunnel up. I feel so scared or is it angry that im feeling at the moment. We don't want them here. Im scared they will try n take the E.U over n wer will be? So cameron be the hard man n say NO to them coming here n taking over the land we built n are ancestors fought for in wars n sweat tears n blood to keep the Great in GREAT BRITAIN	0
Funny how once the response from the public doesn't match the BBC'S line of we must allow these invaders into Europe they stop HYS on future news propaganda from this supposedly neutral irganisation.	1
The BBC are becoming traitors , liars and false producers of news. I am getting very angry. Of all the photos of the ranks of young males they still find the obligatory woman and child to lie to the people about the true nature of the migrants. Germanys own figures show almost 80% illegal immigrants. This army of young aggresssive males engulfing europe is being ignored. Why bother with visas and borders if germany says its ok to allow in millions of people with no checks or controls. It is the end of europe.	0
What positive guidance and preparation are we getting from Junker and his muppets in Brussels, other than threats for those who don't get involved ? Zilch !	0
Ty Royce Weldon,you are an idiot.African style is one of the single greatest treat to western civilization.Did you not read,that Africa is the cradle of human civilization.Your Education is worthless.	0
What happens when they get to Europe? Denmark, for example: Every year 29% of asylum seekers commit a crime. 34.5% of rapes are committed by muslims, despite being 4% of the population. 28% of prison inmates are muslim. After 4 years, 87% of syrians are unemployed. 9 groups are more criminal than the average. 8 of them are muslim. Even corrected for socio-economics. So in reality it is much worse. Overall more than half of all non-western immigrants are on welfare. Even counting those who have been here for decades. Somalis have an unemployoment rate of over 80% In Sweden, rapes are up 1500%. But don't worry, not being called racist is preferable to accepting all of this.	1
we can start shooting them	0
Why do they so desperately want to pass on to Germany? Surely anywhere is better a war torn country so be happy with that instead of causing mayhem and disruption.	0
Send them back! Close your borders... They're not asking for help, they're picking and choosing the most prosperous countries. Enough is enough.	0
grpwing tensions this is what merkel wanted she as done this , now she can clean up the mess if they dont want mmigrants should be there choice if they cant accomadate them so what	1
c'mon... they only want a free house, free food, free money, free health care and change your country to a muslim nation....enjoy your descent...	1
Send them back ...you have no idea who theses people are ..protect us they are invade our country ..UK. .	0
BBC refugee refugee refugee refugee refugee refugee refugee refugee refugee refugee refugee refugee keep telling it often enough you'll eventualy catch your self using the wrong terminology if you don't already you'll start to believe what you hear and read refugee refugee refugee refugee see refugee refugee refugee can you see how the BBC bias affects you what is the group term used by the moth piece of the state call the huge number of people fleeing wore torn areas that's right now your getting it refugee refugee refugee	1
Because the BBC uses it as a blanket term for and behalf of the state to make the whole ugliness of the results of war seem more acceptable and palatable .....	1
where are the aid workers? UN? Save the children? They did not do their homework before putting the EU up and running, except it is not.	1
"It's odd how most of the pictures and videos show able-bodied young men. Shouldn't they go home and fight? Did they leave their women, children, and elderly behind? ""Men"" don't do that."	1
The BBC's (Funded by the Kremlin Downing Street) Three-Step Guide to Making Boring Propaganda Just two decades ago - you could count the number of international TV news networks on one hand	1
It's simple no country should accept them. Pack them up an send them back to their home land. They have already displayed their true nature at one broader .	0
This immigration chaos has been created in order to let the European Union collapse/implode. Looking farward to that.	1
Few month ago Europe were all about gay marriage now, just in case you forgot about, Syrian killing gays. So good luck Europe	1
"They are not ""migrating"". It is a peaceful invasion. They need to stay and fix their problems in their own country, not run from them. But PLEASE stop calling it ""migrating"","	1
They are send to Europe by the muslins to destroy the West contries....In ten years they will be millions in Europe giving shelter to terrorists....Send them back!!!!!	0
everytime a muzlim blows himself up we are told by his MODERATE parents he was a nice boy.Moderates have baby terrorist.Just remember that when your thinking of the children	1
just has to be stopped but the Governments do not want to look bad.......especially our Governemt!!!!	1
send em back, they aint refugees, refugees dont argue and fight they accept what is offered, these are opportunist scum....	0
"Why are these migrants above following the process and procedures? Where are the controls to ensure proper following of these regulations? Why do these migrants get to demand where they can ""settle?"" I understand that some are fleeing; however, most are looking for a better life from their refugee camps in Jordan, Turkey, Lebanon, etc. But there is an order and process that they need to understand and follow. If that basic concept is not understood, then they are going to have a hard time settling anywhere. Demanding to enter, not registering, throwing rubbish everywhere, damaging property, fighting, protesting, going on a hunger strike, etc. is not going to help their situation. Act a little bit more respectful and humble, then maybe people would be more willing to assist."	1
If this lot get in we won't even have to fire a shot to lose our country!! They will not integrate, speak our language, learn our customs and creeds. They will congregate in their ghettos and stare in a surly aggressive and threatening manner at us in our own country. We might as well kiss our country goodbye. Get REAL people.	0
Women and children fleeing a war zone, this I can understand. But if it is war, why aren't the young men fighting the insurgents? And they should stop in the first safe country they reach, not continue on and on trying to reach a better standard of living and more handouts!	1
I saw the clip and I wonder why these migrants, who are muslims, are not going to Bosnia and Herzegovina???!!!! Bosnia and Herzegovina is a muslim state. Why they are going to christian states?! Think about it!!!	1
EU Nation should stop this Invasion. Why the Islam Nation won't Help to take this Refugee? ,,,, This People will be a big threat to EU People. They will change EU to be like middle eastern. It just a matter of time.	1
it is sad to see Europe or western culture .....end up this way..... i always big admire-er of western or i would say free culture.... :(	1
Countries like Germany and Austria that are the goal of the migrants need to stop taking them and tell them to go back, send back those already there. Other countries taking them in need to do the same. They will overwhelm the social services of those countries.	0
"For Europeans asking why rich Arab countries won't take Muslim refugees? First those Arab states are rich by means of modern slavery (Kafil system), they cannot let people in just to help them. Secondly, Muslim slit each others' throats over different interpretation of Islam. Thirdly, although Muslims have never been friends with each other, they become one Umma (nation) when it comes to aggression against Kufar (infidels); Islamic mass migration (hijra) has always worked well to transform great civilisations into poor retarded nations - BUT it is still a "" victory for Islam"", so why take them in?"	0
If they are really refugees, why don't any of them wish to stay in Croatia or Slovenia? Sure we are not as wealthy but we are stable, secure and peaceful. This is where these people turn from refugees to economic migrants.	1
Europe will end if they are too nice like this!Eurabia is there future! common language will be Arabic and Muslim will be the largest group! European needs to have more babies than new comers if they want to keep Europe!	1
Soon, oh so soon germany will understand israel. By the time merkel gets it, it will be too late.	1
This mess is a long way from over..Lot of countries are going to deeply regret letting these people in.. They don't belong in Europe!	0
Germany was wrong to celebrate their arrival....something needs to be done so these people can live in peace in their own countries ...also it seems it's all men and sons fleeing leaving daughters and woman behind to be raped and beaten..it seems wrong it's the makes fleeing...shouldn't they stay behind and join forces to fight...how many thousands have escaped ...20 thousand here....enough fir an army and you have the many thousands in other countries.....so what will happen is there will be one huge peace of land just filled with women and a Nast few men telling them what to do	1
Much easier to fight police than to fight ISIS , and they have no motivation to do so . Much easier to move along into another country and live off their benefits . Leaving the women and children behind , well , nobody would expect any different	1
The images are disturbing; but the media can distort, slant and twist stories. Europe has a crisis in its hands. It's easy for all of us in the outside world to judge and make decisions, sitting on a sofa, in front of a TV. In fact, only the countries directly affected by these events, know what they can handle. How are they going provide food, clothes, schooling and medical care to these many people? What puzzles me the most is why the wealthy Arab countries aren't helping and offering to take in these people	1
This is intolerable. Do not people realise that these people have been raised to believe that Jesus, though the virgin-born messiah, was not one-third of god? Is it not absolutely clear that this is no more or less than a satanic attempt to infiltrate our theological colleges, eventually causing a bewildered population to read their Bibles searching for the bit where Jesus says he is god and has come to die for our sins and NOT FINDING IT? This will clearly bring the end of civilisation as we know it. And what is more, some of these people are slightly browner than proper folk.	0
"I just wonder what is ""Brussels"" doing right know? Having a nice lunch and laughing to tiny nations on the borders of EU? They are still talking about some ""cooperation"" but there is none! Is there some EU-wide crisis committee which is making up what all the ""border nations"" should do right know? Some common process which would make sense? It doesnt seem like that! It´s going for weeks! I´m really pro-EU person but this is an ABSOLUTE SHAME and proof of incompetence."	1
The European suicide !	1
once upon a time europe countries ruled other countries by badly and by violence, now europe countries will get reward.	1
Its very simple. Turn the bloddy boats around ! The navys designed from preventing invasions !!!	0
You all are part of this problem to arise....European governments thought it's their birth right to put the things right from their own prism....now they say this refugee crisis is affecting their social life....you have destroyed their homes n lives and now have no humanity n values to accept your responsibility to look after these people. ...for God sake don't be a maid of America have your own pride n values	1
Who stops Eu politicians? They are absolutly irresponsible decievers of Europe, its history and its inhabotants.	1
Muslims are convinced of the perfection contained in their religion that encompasses all the aspects of life and hold Christians and Jews as inferior, imperfect believers. That feeling of superiority is not confirmed by the kind of life they live in Europe. This creates massive frustration, hostility towards their European hosts and a reaction of becoming even more radical. The Muslims of Europe are generally against integration not to speak of assimilation. There might be a few exceptions but these confirm the general rule: Muslims do not approve of the Western World.	0
Well done BBC your using the correct term migrants and not refugees ...	1
Illegal migrants.	1
Invasion forces	1
I have always thought that the free movement of European citizens applies only to European Union Member States? what are the benefits of this is eurooppalisille if freedom of movement is global? we would have the same rights, regardless of whether kuulummeko European uniniin whether or not we ???	1
"Once Mummer Gaddafi said ""We will conquer Europe without guns"". I think that time has arrived."	1
Dear BBC News For that crisis Croatia is not guilty... agreement was that Croatia can be transit country, everyone around us agree. What Hungary, Slovenia and Austria done? Close border... what Hungary and Slovenia expect of our Prime Minister Milanovic and of Croatia? To be fools for them?... They angry because we partially close our border but they close their borders with wire and walls! They can close but we can't!!!!!! What the hell they were thinking? Croatia can't handle with hundreds of thousands refugees, we can't hold them here because they want to go on north... Most of Croatians don't have something to eat but we help as much as we can. So... push Slovenia, Austria and Hungary to open their borders and let refugees to go where they want. They just can't stuck in Croatia. If no one want them, why they think that refugees can and must stay in Croatia!!!!!!!! Are we again become someone else's fool? If countries around us will close their borders for real, we also will close our Croatian border.	1
We maybe not the best country but we are not stupid! You said rule of EU! Are the closing border with wire by the rule of EU? You forgot that Hungary were transit country and when you close your border and refugees start to come here that all other states close border also!!!! That is not mocking of Croatia? You are mocking with all of us when you close your border. I admire you for that action because I understand why but why you expect of Croatia to do somsone else's job.... Agree was - Croatia transit country! All you around suddenly close your border. Are you register all of them? We can handle with maybe thousands per day not with ten thousand per day. Many of refugees don't want to register and now what? The same news we read from Hungary and now we are guilty? Why? Why you close your border and we can't? Are you all aware that we have 300 thousands of unemployed, many thousands who work and not receive a sallary, many homeless and now, in a great european spirit you all expect of us to take care of hundreds of thousands refugees while you made a fun of us with your closed border???? Refugees don't want to stay and don't want to register (we register them first day but after no one wants to register), they want to go north!	1
