	text	labels	split
2737	Refugees - not migrants! Language matters	0	train
2738	That's right. Therefore they are migrants and not refugees	1	train
2740	Michael - Migrant - : a person who goes from one place to another especially to find work : a bird or animal that moves from one area to another at different times of the year Refugee - someone who has been forced to leave a country because of war or for religious or political reasons. They are REFUGEES - they are moving through countries to find labor or to spend the winter in a warmer climate :-) If their country were to magically become safe to inhabit, they would go back.	0	train
2741	Wait and see Jay . They wont be going back and will be taking your job . Good luck	1	train
2742	You are paranoid and bigoted - congratulations on your astounding ignorance.	1	train
2743	I say the same to you . You're naive. Congratulations . Let's hope you're right but sorry I really don't agree with how you feel and the majority don't either	1	train
2744	Interesting to see how Europe handles immigration.	0	train
2745	Here's an idea get them to surrender, instead.	0	train
2746	Let arab countries take arabs! Not migrate and soon invade eu	1	train
2747	BBC start to do true news ! ,,,!!!!!!! http://pamelageller.com/2015/09/germany-highway-banner-your-children-will-pray-to-allah-or-will-all-die.html/	1	train
2748	Simple help the Syrian refuges and send the migrants home ..	0	train
2749	Edoardo Vella testimone oculare	0	train
2750	Non temo il muro ungherese	0	train
2751	http://pamelageller.com/2015/09/35-million-muslim-migrants-set-sights-on-europe-congress-moves-to-halt-resettlement-in-us.html/	0	train
2752	Wayne Ramwell are you supposed to be educated?Cant you see what the rest of the world can see beheadings,genocide and massacre of millions of non moslems worldwide,killing of homosexuals,buring women and children alive,rape of children and mutilation,burning ppl head first,hangings,stonings this is islam where is the love and peace you talk of?Islam is a cult wayne you are brainwashed to believe what they want you to for now,islam dictates they do and say whatever it takes to achieve islam jihad if that means lying to a kuffar so be it,islam strategy is lies,deceit,propoganda and contradicitons.Islam dictates all moslems do islam jihad all moslems believe the same vile ideology of convert or be killed,all moslems have the same evil agenda stop lying and being so bloody naive,read the Koran its all there you must have the edited edition,kill the kuffar,kill the infidels,kill the apostates kill the jews,kill the christians kill the non believers oh yeh so loving and peaceful NOT!.they are doing it worldwide and burning christian churches rapng yezidi women and children you claim to ignorant of all of this where the hell are you on another planet?no one could be so ignorant and naive or lying,you could be another fake moslem profile defending your satan worshiping cult,when moslems defend islam evil they lie and say if we killed an innocent it would be as though we had killed all mankind they can say this because they do not regard human beings as innocent if your a non believer they can kill you it wont matter,they despise you,this is the lies and contradicitons,The peace they talk of is the peace there will be when they have killed all non believers all of humanity,so evil and brainwashed they think of nothing of killing human beings wayne are you sub human like all moslems who want to kill all humanity?they insult the bible because it annoys them God is the one true alighty God they dont have one,only a false self proclaimed prophet,and the bible is the true world of god and the church is the house of god this is why moslems blaspheme and commit sacrilege against Gods house,they will burn in Hell for this blasphemy	1	train
2753	Hit the nail on the head with that headline,migration not refugee's :/	1	train
2754	I've been saying this for ages and been the victim of abuse. Getting called Racist and a bigot!	0	train
2755	Soft headed idiots.Let the gobshites put them up in their houses :/	1	train
2756	ENGLAND, UNITED KINGDOM NOT PART OF THE AGREEMENT http://www.schengenvisainfo.com/schengen-visa-countries-list/	0	train
2757	Help Russia fix Syria, then this migration would end sooner..	0	train
2758	Hungary must leave EU !	0	train
2759	All Europe country should make a bunch of migrants and left on a Indonesia island bcz Indonesia has Lot's of island	0	train
2760	Make Saudi Arabia take them.	1	train
2761	send them ro Russia	1	train
2762	mire amor Javier Alvarez	0	train
2763	Well done Hungary	0	train
2764	Thank god we're an island	0	train
2765	what happens in bulgaria?	0	train
2768	Yea, and while we are looking at this Russia and China are snatching up territory.	0	train
2769	Russia is helping at least with isis	0	train
2770	here is the missing bit of this story....: http://www.aljazeera.com/indepth/inpictures/2015/09/life-hold-iraqi-christian-refugees-jordan-150914112759635.html	0	train
2771	Bosnia - Hertzegovina ....no ???	0	train
2772	stand strong Hungary, no muslims, glory Hungary	1	train
2773	Please tell me. Why germany?	0	train
2775	Send Them To Russia	1	train
2776	Why are they avoiding Bosnia? Bosnia is mainly Muslim	0	train
2777	Send them to russia & china, plenty of room there!	1	train
2778	now germany is full of muslim	0	train
2779	goes to Bulgaria or Romania that would be better	0	train
2780	Hungary and Croatia closed their borders...How do they arrive to Germany/Scandinavia now? Through Georgia and Russia, Putin dislikes!	0	train
2781	Croatia didn't close the borders. They do nothing now. They don't record the migrants and they are transporting them in Hungary.	0	train
2782	Helga Cotoarba Kloosterman - met kaart :)	0	train
2783	Good that they avoid my country, Romania ! They will not be welcomed by our population. Check this: https://www.facebook.com/Spunenuislamizarii?fref=ts we are against muslin refugees, once you cross our border you will be on our sight, we are over 40.000 and you cant stop us, we will stop any muslin that cross our borders	1	train
2785	PoomJai Nattapoom Teerapat Rokecharoen	0	train
2786	Agi Palotas, Andreas Haranyi :/	0	train
2787	😐	0	train
2788	Vanessa Anício de Moraes	0	train
2789	David Bucak Gasser	0	train
2790	Tiana Kovac	0	train
2791	We r so good	0	train
2792	ruk	0	train
2793	Imk	0	train
2794	Rhandom Scheuer	0	train
2795	Alfonso Fusco	0	train
2796	Felix Pflücke	0	train
2797	Just get out of their countries, murders!!!!	1	train
2798	Michael Galutza Deminnak Nibil Xhinxhilla Mika Brough Galutza	0	train
2799	Difficult for all countries around, God bless all that people.	0	train
2800	Andreas Marojevic	0	train
2801	Tash Bakoš	0	train
2802	Anderson	0	train
2803	Valter Angelo	0	train
2804	Rodrigo Teruel	0	train
2805	Stephen Vidders	0	train
2806	Josh Badlam	0	train
2807	Emma Marroncini	0	train
2808	Troy Mcasey	0	train
2809	Elida Nelly Arceo	0	train
2810	Donna John	0	train
2811	Brooke Owens	0	train
2812	Anna Illés-Tóth	0	train
2813	Andrija Balen	0	train
2814	Joy	0	train
2815	Oskar Santander	0	train
2816	Alexandra Davila	0	train
2817	Thaís Andrade Tomaz	0	train
2818	Bayan Døve	0	train
2819	Ernest Kao	0	train
2820	김선우 Ирина Беликова	0	train
2821	Jonathon Long	0	train
2822	Ilyaas Sacid Dooro	0	train
2823	This is an invasion of Europe, period.	1	train
2824	Asma Ataie	0	train
2825	Here comes Sharia	1	train
2826	The Iron Curtain between East and West reappears.	0	train
2827	http://www.aljazeera.com/indepth/inpictures/2015/09/window-desperate-journey-150917085100247.html	0	train
2828	The EU is doomed	1	train
2829	Good to see racism and xenophobia are still strong	1	train
2830	Wow.	0	train
2831	Close all borders. Simple.	1	train
2833	Blah Blah Blah.....it's all so boring that it makes me sleepy! 😴😴😴	0	train
2834	They are not immigrants they are ISIS!	1	train
2835	Violence https://youtu.be/w20RT0LqCL8	0	train
2836	Migrants you mean invaders...	1	train
2837	The majority are Refugees NOT Migrants ahhhhg	0	train
2838	They opened the door.....	0	train
2839	Good day BBC yet another of your threads where British people(you know the ones who pay your wages) make it quite clear they want nothing to do with this muslim horde, BBC are you going to stop your pro islamic immigrant propaganda now? It's disgusting what you are doing, not listening to your own people from your own country. WTF are you playing at BBC? At the moment i cant wait till your funding is cut, you will just have the nutty Guardian readers to rely on then to keep you going.	1	train
2841	It's more of an invasion than anything else.	1	train
2842	Human Tsunami flooding in to Europe.	1	train
2843	close all the borders, send those migrants back.	1	train
2844	Only Trump can do that!	0	train
2845	that is what needs to be done to prevent this invasion.	1	train
2846	The best coach ever https://en.m.wikipedia.org/wiki/Osama_Abdul_Mohsen	0	train
2847	These desperate people need and deserve to be accepted and provided for.	0	train
2848	send several to Susans home	1	train
2849	Joe Cates Ok by me, Joe. How about you?	0	train
2850	Here's an idea, get them to surrender.	0	train
2851	https://youtu.be/7kGX4Vl2gEM Please give generously folks? Its time for charity to begin at home!	0	train
2853	Ya think ??	0	train
2854	Start shooting.	1	train
2855	Did you borrow the graphics from Dad's Army?! :-/	0	train
2856	"""Who do you think you are kidding Mr Allah, if you think old Europe's done..."" Couldn't get the theme tune out of my head when I first saw this :)"	0	train
2857	Catchy little number,eh!	0	train
2858	https://www.youtube.com/watch?v=acl35Uy6_XE&feature=youtu.be	0	train
2859	Cue the bigots....	1	train
2860	On how to handle the caliphate invasion, get it right...	1	train
2861	Good do something figure it out you people.	0	train
2862	Refugees.	0	train
2863	Blame Merkel!!!! :P	1	train
2864	Tension? Really? Who'd have thought?!	0	train
2865	Stop taking them...... Simples!! https://petition.parliament.uk/petitions/106477	1	train
2866	Deportation. The best solution.	1	train
2867	Start shooting with real bullets they will get the message	1	train
2868	call it what it is.... Muslim invasion.	1	train
2869	solve the problem at its root, destroy isis and you wont have refugees	0	train
2870	Ohh look more on their way: https://www.youtube.com/watch?t=1&v=xIVCz9_HA2c	0	train
2871	Hungary ; look this http://www.dailymotion.com/video/x37545w_un-maire-hongrois-menace-les-migrants-dans-un-clip-surrealiste_news	0	train
2872	There sure are a lot of scared people on these comments.	0	train
2873	Spot on. Ignore leftie trolls!	1	train
2874	a new Balkan civil war because of immigrants....	1	train
2875	how about stay and fight for your country?	1	train
2876	Their just looking for a job, right?	0	train
2877	What did they expect? Hate to say we told you so!!	0	train
2878	what is wrong with a 180 grain	0	train
2879	Look at the horror of refugees coming to sweden...... https://www.youtube.com/watch?v=FHNh-d9INiI&feature=youtu.be	1	train
2880	Well said Mark Elias	0	train
2881	Shut the borders and direct then to Saudi	1	train
2882	and growing terrorists	1	train
2883	This illustrates the need for a Federal Europe.	0	train
2884	Get over it they need a place to go put yourself in there shoes	0	train
2885	Shoot them	1	train
2886	http://m.blog.hu/su/subba/image/immigrants.gif	0	train
2887	Islam is not compatable with western ethos time to stem the flow	1	train
2888	Innocent Syrian, Afghan, Pakistani ''doctors, teachers and football coaches'' fight with each other in Croatia. https://www.youtube.com/watch?t=16&v=A2QcrUCPdwU	0	train
2889	"Handle it with ""precision guided munitions."""	1	train
2890	Send them back...!	1	train
2891	Round them up and send them back!	1	train
2892	אווווווו... רחמים!	0	train
2893	House them all in Downing street	1	train
2894	Shut down and expel most already there?	1	train
2895	https://www.youtube.com/watch?t=35&v=cdHg9TADZyA	0	train
2896	Europe must close the door,these migrants need to leave europe	1	train
2897	So many muslins in Bosnia and they don´t pass trough.	0	train
2898	Not here	0	train
2899	Anthropology or Archeology ?	0	train
2900	It's like a Plague of filth!	1	train
2901	https://www.facebook.com/photo.php?fbid=1489354888056639&set=p.1489354888056639&type=1&theater	0	train
2902	Croatia is lovely this time of year.	0	train
2903	machine guns. Illegal , economic terrorist migrants.	1	train
2904	Simple. Send them back to Syria	1	train
2905	Use em all as fish food	1	train
2906	Read on the news that only one out of five come from Syria!	1	train
2907	https://www.youtube.com/watch?v=tEgAknZJalk Words are not needed...	0	train
2908	Let UAE , Kuwait and all the merry Arabs absorb all these jihadists	1	train
2909	LOOK MAPS	0	train
2910	Should never have let them in in the first place	1	train
2912	Hillary Clinton admits they created Al Qaeda founder of ISIS (ISIL) and responsible for 9/11. Should we Remember what the US sows, we reap in terms of refugees from Syria and Iraq and Afghanistan……. https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DDqn0bm4E9yw&h=vAQEI-0-d	0	train
2913	Looks more like the trajectory of an advancing army.	1	train
2914	DUMP THEM IN THE SEA	1	train
2915	http://bit.ly/1dIIefe	0	train
2916	Illegal aliens fleeing their waste land of a country.	1	train
2917	are checks in place?	0	train
2918	They are refugees not bloody migrants.	0	train
2919	Next stop Switzerland Ari Bethlehem	0	train
2920	Bet you are loving this big boy	0	train
2921	??? Why???	0	train
2922	Tony Goodwin sorry bigfella, i thought the post was about WC Rugby and only now realised it was the refugees. Answered the wrong post - my mistake. Nothing to love here, the poor kids. Hope you guys are well.	0	train
2923	Lol LOL Ari boy.... Speaking of RWC15 I hope you don't jump off the Matahorn with the other Saffies .....Japan of all teams. Biggest upset ever	0	train
2924	EU is Digging Canel herself to Bring Crocodiles.!	0	train
2925	"Love the ""Spin"" MABON, but know the truth already - https://youtu.be/CkNfxHw5wo8"	0	train
2926	Refugees FAMILYS and children need help water food tents and Medical economical single Men migrants DON'T https://www.youtube.com/watch?v=uTvinOKxNwI&feature=share	1	train
2927	The solution is simple. It's called Montana	0	train
2929	Stop bloody bombing their Country would be a start	1	train
2930	Insane.	0	train
2931	Seems that Merkels people are turning against her ..... I'm surprised that we didn't see this on the BBC News ......... https://www.youtube.com/watch?v=9UNZO5fokeE&app=desktop	1	train
2932	Send them back and sink the boat	1	train
2933	Have them all report to the front steps of the BBC	1	train
2935	Pobre gente dios los ayudé!!!	0	train
2936	https://www.youtube.com/watch?v=TJAtkS-8xZs	0	train
2937	tienen derecho el mundo es de todos ...............	0	train
2938	They are a civilian army people need to wake up	1	train
2939	I don't agree with the BBC's bias on this reporting.	1	train
2940	Remek....	0	train
2941	Guys who among you remember BABA VANGA'S PROPHECY	0	train
2942	That didn't take long	0	train
2943	Why there is no plan ?	0	train
2944	Bien sur que cela a créé une tension entre les pays du balkanique.... Američki neka ide u vrak..	0	train
2945	Fantastic to see that everyone accepts bits of refugees.... http://images.medicaldaily.com/sites/medicaldaily.com/files/styles/headline/public/2013/08/04/1/08/10821.jpg	0	train
2946	http://betagoogle.com/refugees.html	0	train
2947	You mean invasion?	1	train
2948	Civil war in europe will come	1	train
2949	Still?	0	train
2950	The Bible Exdous	0	train
2952	🇩🇪🇩🇪👏🏻👏🏻	0	train
2953	https://www.youtube.com/watch?v=2Vf48D5ONa4&feature=youtu.be	0	train
2954	Why doesn't the map show the new country of Kosovo?	0	train
2955	Help save the world.	0	train
2956	STOP the WARS!!!	0	train
2957	https://www.facebook.com/groups/988496564534741/	0	train
2958	REFUGEES!!!!	0	train
2959	Since they are muslim why dafug they dun go to muslim country like UAE?	1	train
2960	Snipers at the borders.	1	train
2961	Not surprise there at all... !!	0	train
2962	good illustraion	0	train
2963	round them up and send them back this is not a crisis this is an invasion! !	1	train
2964	http://hirpress.hu/index.php?pg=cikk&id=23094	0	train
2965	I hear there's plenty of room in Siberia.	1	train
2966	Just wait till ISIS smuggle in the weapons to arm their troops	1	train
2967	https://www.facebook.com/jaroslav.jindra.961/media_set?set=a.449729828553179.1073741933.100005484966497&type=3	0	train
2968	WW3	0	train
2969	They will destroy these countries.... Sit, wait and watch	1	train
2970	Roll tanks on these invaders and send them back!	1	train
2971	Let them relocate to Siberia or Antarctica.	1	train
2972	these aint migrants they are isis fighters#	1	train
2973	Slam the door. Now!	1	train
2974	How many are real refugees?	1	train
2975	Economic migrants choosing their desired home!	1	train
2976	No suprise there then!	0	train
2977	all these issues/problems created by westrens allies ,	1	train
2978	CLOSE YOUR BOARDERS! BEFORE IT'S TOO LATE ...	1	train
2979	Please for the sake of humanity help these people	0	train
2980	Aren't they seeking asylum? More like economic migrants!!	1	train
2981	I HAVE A SOLUTION-STOP PAYING TAXES TO YOUR GOVT UNTIL THEY STOP FINANCIALLY SUPPORTING PROXY WARS CREATED TO PUT MORE MONEY IN THE POCKETS OF THE ELITE [1%] The UK fund terrorism.The UK along with US,ISRAEL,SAUDI are responsible for 9/11.ISIS was created by the US and continue to fund them.US/ISRAEL soldiers have been caught masquerading as ISIS.Hillary admitted US created ISIS [to fight Russians in Afghanistan,US wanted the lithium there to build computers etc].The BBC is owned by Zionists,you will continue to be brainwashed if you do not look at alternative news.	1	train
2982	Beginning of the end of Europe.....	1	train
2983	If Germans are willing to accept them, why others are bothered?	0	train
2984	TERRIBLE SITUATION	0	train
2985	REAL HISTORY www.iamthewitness.com/DarylBradfordSmith_Roths...	0	train
2986	https://youtu.be/j06V3kdDikU	0	train
2987	Let the Middle East deal with the Middle East	0	train
2988	https://www.facebook.com/istvans/posts/10207362422719754	0	train
2989	V	0	train
2990	That's natural.	0	train
2991	Agree with @hani habib send them back simple.	1	train
2992	friends I'm chatting :-)	0	train
2993	That is the KEY question!!!!	0	train
2994	What because some one told them to???	0	train
2995	I know it's old but he'll be proven right!	0	train
2996	Why are they migrating???	0	train
2997	Another conspiracy ??	0	train
2998	This just reminds me of the opening titles to Dads Army.	0	train
2999	This is not unexpected.	0	train
3000	https://www.facebook.com/thekilluminatis/videos/760326817347344/	0	train
3001	oil and water don't mix	1	train
3002	Yes yes yes awesome news	0	train
3003	https://youtu.be/6gkBr-qvo-4	0	train
3004	http://m.bizlive.vn/thoi-su/via-he-pho-yet-kieu-danh-do-nguoi-khiem-thi-1303120.html	0	train
3006	No system, no solution.....	0	train
3007	http://www.breitbart.com/london/2015/09/21/analysis-bbc-pictures-show-53-migrant-kids-just-36-men-out-of-step-with-reality/	0	train
3008	ISIS migrant	1	train
3009	Get out of EU and close the borders	1	train
3010	မ်ားမႀကာမွီအဆိုပါနိုင္ငံမ်ားသည္အႀကမ္းဖက္မွဳ႕ကိုရင္ဆိုင္ရေတာ့မည္	0	train
3011	They do mean how to stop not handle	0	train
3012	reminds me of the intro to Dad's Army!	0	train
3013	https://youtu.be/CzNbNKDGyRo	0	train
3014	ISLAM IS SATAN	1	train
3015	http://youtu.be/tIuqDC7mnQg Bbc is lying here a video from migrants durectly going to pepper spray fir a good picture for bbc	1	train
3016	Drive tham in to the sea and kill the scumbags	1	train
3017	Refugee Crisis*	0	train
3018	Big problem	0	train
3019	I believe this was all planned	0	train
3020	How many want to live in EU? How many come from Syria? Why nobody have passport or papers? Why say refugiees? In the first europian country they are in safe!! Why attack the local police, if they dont want war at home? Why they cant accept the rules of Schengen? https://youtu.be/9BbD-cdKE54 https://youtu.be/44cuQzUliIM https://youtu.be/9c4Rvz5stHE https://youtu.be/kLwkOcNgihI https://youtu.be/-Iq6Yxx6GxY https://youtu.be/WuEA_T6kLkw http://youtu.be/MzdogL2v2mg https://youtu.be/WRua_GNsBR0 https://youtu.be/UQjL31sdtzo https://youtu.be/Tc_nxJ5zgLs https://youtu.be/RKJzX0yUI_o	1	train
3021	The Islamization of the West, was a well planned move.	1	train
3022	It was implemented in the early 90's in Pakistan.	0	train
3023	send them all back , enough is enough	1	train
3024	How media screwed the whole EU 😂😂	1	train
3025	ISIS refugees you mean?	1	train
3026	Natalie Amy så när kroatien stänger sin gräns helt mot seriben :))	0	train
3027	http://www.crisismagazine.com/2014/repeating-1939-the-islamization-of-the-west	0	train
3028	This information comes from missionaries on the ground.	0	train
3029	It is the problem of the time.	0	train
3030	Feels like world war 3 is around the corner!!!	0	train
3031	Stoked up by media	1	train
3032	Now they wake up??	0	train
3033	And the racists and xenophobes come out in force!	1	train
3034	Refugee crisis!	0	train
3035	Could BBC comment this here too? Can we know the truth then somehow? http://rudaw.net/NewsDetails.aspx?pageid=159906&utm_source=mandiner&utm_medium=link&utm_campaign=mandiner_201509	1	train
3036	Send this guy. To motivate them to turn around. https://www.facebook.com/jonathan.dow.967/posts/990579824298612	1	train
3037	what a mess	0	train
3038	Throw em right back out and send them back where they came from.	1	train
3039	how about sending these uninvited guests home?	1	train
3040	🎼 I can see trouble ahead 🎶	0	train
3041	europe, never union	0	train
3042	https://youtu.be/xn-UCR5p0y0	0	train
3043	Bbc is giving lopsided coverage.	1	train
3044	Send them back !!	1	train
3045	Really	0	train
3046	UN doggy job !!	1	train
3047	Why can't Syria help out?	0	train
3048	https://www.youtube.com/watch?v=CEDWDAMRBeU	0	train
3049	...	0	train
3050	Camila Smanio, sobre o que falávamos ontem.	0	train
3051	Are we being invaded?!...seems people think we are.	0	train
3052	Send them back problem solved	1	train
3053	There many fake Syrian documents ...	1	train
3054	Romania este aparata de saracie si de coruptie , Sirieni fug de Romania ca de ...	0	train
3055	Simple. Fight for your own country	1	train
3056	Madness and wonky	0	train
3057	Today's Germany, Erfurt ..it doesn't suprise me at all.. ;-( https://www.facebook.com/100002899099610/videos/727316884041608/	0	train
3059	Wasn't causing tension the point of the whole thing	0	train
3060	https://www.facebook.com/pages/Antemurale-Christianitatis/102617456463576#	0	train
3061	Lawlessness! Pure invasion!!	1	train
3062	Divide and conquer	0	train
3063	This video show you how to manipulate the press/media! Its Hungarian border. Please share it! Thank you! (English subtitles) https://www.youtube.com/watch?v=tIuqDC7mnQg	0	train
3064	https://www.youtube.com/watch?v=cZGghmwUcbQ	0	train
3065	Why does this remind me of a military movement.	1	train
3066	The next World War will also be fault in your streets!!!	0	train
3067	Helping is better than you close your border	0	train
3068	Looks abit like dads army opening screen	0	train
3069	looks like the beginning of dads army	0	train
3070	https://www.facebook.com/joshua.hampshire.39/posts/10207628534940119	0	train
3071	Watch and share please!	0	train
3072	Growing tensions? What a surprise!	0	train
3073	You should welcome the Goths.	0	train
3074	stop the wars....	0	train
3075	Yer like you win the last war for us I don't think	0	train
3076	اياد المهندس كرواتيا هنغاريا أو كرواتيا سلوفينيا	0	train
3077	Turn them back they do not have legal papers. To	1	train
3078	It's a good job we have the channel between us and Europe	0	train
3079	Send them all back.	1	train
3080	This is conform big problems r entering	0	train
3081	a simple strategy of invasion........	1	train
3082	bill them high and full power in them 10000w	1	train
3083	Crush the invaders. Give them the sword.	1	train
3084	Go back to mecca	1	train
3085	ATTANTION BITTI.	0	train
3086	TSUNAMI WARNING TO EU	0	train
3087	America is having a sell today! Half price on bullets .....	1	train
3088	http://www.youtube.com/watch?v=aKpgb2WrGo0	0	train
3089	😦	0	train
3090	Duh	0	train
3091	how to take photos of crying child from tear gas... know-how for manipulative media. (Was taken during the riots at the serbian-hungarian border) http://puu.sh/keM9L/6f4a88354d.gif	1	train
3092	Click and register to make some dollar every month	0	train
3093	Just stay away from Czech Republic! For ever!	1	train
3094	Time to close all borders	1	train
3095	leave eu	1	train
3096	We may need army soon and navy , bring it on	1	train
3097	Good grief, there is a way to flip this back around.	0	train
3098	WHAT ISLAM IS NOT If you live in the west and are concerned about Islam and Islamization in your country,then this video has a message for you! https://www.youtube.com/watch?v=VEXWjlgJ83E&feature=share	0	train
3099	Here's something for all the do-gooders to chew on. They're not all fleeing conflict!... http://metro.co.uk/2015/09/19/eu-statisticians-claim-only-1-in-5-migrants-are-from-syria-5398412/	1	train
3100	https://www.youtube.com/watch?v=XIx4aaVnLPQ	0	train
3101	画的很生动！	0	train
3102	Romania's poor. not a route thanked the EU ....	0	train
3103	Those guys are bright. I'm sure they knew it all along.	0	train
3104	Can we quit calling them Migrants already??	0	train
3105	Shut the doors,and send them all back now !!	1	train
3106	Send them to Israel to the Jews	1	train
3107	Let the women & children through	0	train
3108	To them or send them to israel	1	train
3109	please open the gates	0	train
3110	https://www.youtube.com/watch?v=-BDqzmG-rH8	0	train
3111	NO BORDERS!	0	train
3112	Working link:- http://5727700.earntalktime.com $खुशखबरी खुशखबरी खुशखबरी$ **************************आप लोग दिनभर इन्टरनेट यूज करते हैं/ बदले में आप को क्या मिलता है बाबा जी का ठुल्लू | इसलिये आज हम आप को नेट से कुछ अतिरिक्त कमाई का जरिया बताते हैं इससे आप रातोंरात अमीर नहीं बन सकते लेकिन अपनी पॉकिट मनी जो रीचार्ज में खर्च करते हैं बचा सकते है अगर आपके पास एन्ड्रोएड फोन हैं तो इस 1.7 MB के ऐप डाउनलोड से आप हर दिन 500 सौ रु का रिचार्ज व इससे ज्यादा भी कमा सकते हैं ऐप दोस्तो इस aaplication डाउनलोड करे दोस्तो इस ऐप के 75 लाख user है और सभी कमा रहे है मैने इस से अभी 400 ₹ का रिचार्ज पृाप्त हुआ है आप इस लिंक को क्लिक करके ऐप्लिकेशन डाउनलोड करे एक बार try करके देखिए आप अपना पाकेट मनी बचा पाएगे। Sign up ( register) एप मे जरुर करे और फिर एप के ओफर जोन मे जाके एप डाउनलोड करे॥ एसा करने पर बैलेंस मिलना शूरू हो जाएग| Working ling:- http://5727700.earntalktime.com Working ling:- http://5727700.earntalktime.com Working ling:- http://5727700.earntalktime.com नोट : इस App को डाउनलोड करने के बाद Offers पर जाकर कोई भी एक एप amazon;paytm;Quker;Olx डाउनलोड कर तभी आपको बैलेन्स मिलेगा ! जय माता दी	0	train
3113	Philip Leiseder yeah best of luck guys	0	train
3114	There nothing to worry about just handle them with care	0	train
3115	Go to London then BBC will be written by someone else	0	train
3116	gest to many how,brition will sink if they come her	1	train
3117	How about hollow points	0	train
3118	Germany made a huge mistake	0	train
3119	"Watch ""Baby cute"" on YouTube Baby cute: https://youtu.be/20ZX4__31vA"	0	train
3120	Stop this WOR pls	0	train
3121	https://www.youtube.com/watch?v=bJ2w9PuIipc	0	train
3122	"PASSION Y LUCHA ¡¡¡¡ DE LAS FLORES Y LAS ESPINAS !!!! ""AY LUNITA DE MI CANTAR"" ""QUE CURA TODAS MIS PENAS"" ""CON TU AROMA CELESTIAL"" ""PERFUMAS MI VIDA ENTERA"" ""HAMBRE FRIO Y SOLEDAD"" ""AHUYENTAN MI PRIMAVERA"" ""Y ESTA CRUEL ENFERMEDAD"" ""CLAVA DARDOS EN MIS VENAS"""	0	train
3123	Germany...you're screwed!	0	train
3124	stop the influx they need to fight for their own survival.	1	train
3125	Peacefully and humanely treat the refugee >_<	0	train
3126	Change name to Eurpistan First ..	1	train
3127	Immigrants devastation in Hungary https://www.facebook.com/jasonmillmusic/posts/1030370460328124	1	train
3128	Migrants need help	0	train
3129	They wilt bring strife civil war and misery in their wake in the illegal mass storming of Europe ,not invited guests but rude demanding intruders and invaders	1	train
3130	http://4232fgp--4s2f2ajtalfm0xqbs.hop.clickbank.net/?tid=FACEBOOK	0	train
3131	i know	0	train
3132	A	0	train
3133	Thanks Germany	0	train
3134	Already happening in uk.	0	train
3135	Aufwedersehen Deutschland !!!	0	train
3136	Un fukn real...	0	train
3137	Not to mention the American and Russians camping out in Syria !!!	0	train
3138	Why aren't they going to Russia ? Because nobody want to go to Russia !!!	0	train
3139	Bravo Hungary!	0	train
3140	and Germany is to blame!	0	train
3141	FOREVER HUNGARY!!!!	0	train
3142	god bless america.....	0	train
3143	Viva Hungary	0	train
3144	https://m.facebook.com/l.php?u=https%3A%2F%2Fpetition.parliament.uk%2Fpetitions%2F106477&h=zAQFfRKv0&enc=AZMPEMxMlM3RxKK56Ph1hx4xQVtzDUoeLUkZRc5evryy1343xk6E-cvhnYTLT_ZMIb2NlZo_sIUr9g3XZ6OiZ_Hx0jtgRvIPt4vQXe-iudgpxhszqtUCdzYsmcwYK5ijX2tb-4cbuFUUlia62PFwaQz3ZveCkMnXVgDR7A7LmkQ3TouySszbzEszShgcEuZgdlFbla9QRqpUO5yDSYA1h_lk&s=1 sign!!!	0	train
3145	https://petition.parliament.uk/petitions/106477	0	train
3146	Go to Russia..	1	train
3147	https://petition.parliament.uk/petitions/104471	0	train
3148	https://youtu.be/qZ-QX8LuKHA	0	train
3149	https://www.facebook.com/permalink.php?story_fbid=1070026626340662&id=162529657090368&substory_index=0	0	train
3150	https://www.facebook.com/ZawiercieKukiz/videos/458163961036350/	0	train
3151	Turkey?	0	train
3152	http://www.worldbank.org/en/country/syria	0	train
3153	http://news.sky.com/story/1555206/hungary-accuses-croatia-of-human-smuggling	0	train
3154	80% not from syria http://www.dailymail.co.uk/news/article-3240010/Number-refugees-arriving-Europe-soars-85-year-just-one-five-war-torn-Syria.html#ixzz3mANGdD4w	0	train
3155	People! Don't listen to the lie what the media and your blind politicians are saying! Support Hungary. Feel free to support the Hungarian army and police even with some donation. Volunteers are feeding them on the border as they have to work sometimes 48 hours with lack of supply. Stand up for Hungary!!	1	train
3156	Romanian people are with you my friends :)	0	train
3157	@Silviu Razvan Thanks my friend!	0	train
3158	Silviu Razvan, we, Hungarian are NOT your enemies! we must fight together, my Romanian Friend!	0	train
3159	"We must gather together, hungarians, romanians and even gypsies to fight together, please search for this group and join us: ""Nu islamizarii"". Join us, we are over 40000 !"	1	train
3160	Go Hungary	0	train
3161	Stand with Hungary? Fight together? What are you lot smoking? Gather your Facebook troops and deploy them... onto more Facebook pages, dedicated to the cause. What that cause is, I do not know: hating anyone who is an 'outsider'?	1	train
3162	What are you talking about? Are you completely blind? You are just one from the brain washed idiots! I'm not going to change my religion because someone says so. Because it's is all about. Go and play with your puppets and enjoy brainwashing!	1	train
3163	Germany and whole Europe should stop accept this migrants and muslim countries should take them all	1	train
3164	Wealthy places like Dubai should help, there is a large Syrian population in Jordan, why haven't they gone there?	0	train
